ID,LABEL
263,8
264,1
265,2
266,7
267,2
268,6
269,1
270,9
271,3
272,3
273,2
274,5
275,9
276,6
277,8
278,0
279,2
280,3
281,9
282,3
283,0
284,3
285,6
286,4
287,1
288,9
289,8
290,3
291,2
292,7
293,3
294,2
295,9
296,6
297,3
298,3
299,2
300,9
301,6
302,2
303,5
304,3
305,6
306,6
307,9
308,0
309,3
310,3
311,2
312,7
313,2
314,6
315,6
316,3
317,3
318,5
319,2
320,5
321,3
322,9
323,4
324,5
325,7
326,2
327,2
328,1
329,6
330,2
331,1
332,5
333,9
334,3
335,7
336,4
337,1
338,8
339,8
340,6
341,3
342,2
343,6
344,4
345,2
346,6
347,3
348,9
349,9
350,2
351,3
352,6
353,5
354,6
355,1
356,2
357,0
358,4
359,0
360,0
361,2
362,7
363,6
364,2
365,8
366,1
367,2
368,2
369,4
370,5
371,2
372,9
373,1
374,4
375,2
376,6
377,7
378,9
379,7
380,2
381,6
382,7
383,5
384,8
385,9
386,5
387,8
388,7
389,3
390,3
391,2
392,0
393,4
394,7
395,0
396,8
397,4
398,3
399,7
400,0
401,3
402,5
403,7
404,9
405,1
406,7
407,6
408,2
409,3
410,8
411,5
412,0
413,5
414,1
415,3
416,0
417,1
418,8
419,6
420,2
421,7
422,7
423,0
424,7
425,8
426,1
427,8
428,1
429,9
430,3
431,3
432,6
433,1
434,0
435,9
436,7
437,7
438,6
439,0
440,2
441,4
442,9
443,7
444,1
445,4
446,1
447,4
448,1
449,9
450,4
451,6
452,9
453,1
454,9
455,3
456,9
457,6
458,1
459,4
460,4
461,7
462,0
463,5
464,8
465,7
466,9
467,1
468,4
469,5
470,2
471,4
472,5
473,2
474,5
475,8
476,3
477,6
478,9
479,5
480,9
481,9
482,1
483,2
484,3
485,6
486,9
487,5
488,5
489,0
490,7
491,5
492,8
493,2
494,4
495,8
496,8
497,0
498,1
499,6
500,8
501,0
502,2
503,3
504,3
505,5
506,6
507,7
508,6
509,7
510,8
511,2
512,1
513,0
514,2
515,9
516,0
517,5
518,9
519,9
520,8
521,4
522,9
523,2
524,2
525,2
526,7
527,6
528,8
529,6
530,5
531,9
532,7
533,5
534,9
535,4
536,5
537,0
538,4
539,0
540,8
541,8
542,1
543,0
544,6
545,2
546,6
547,5
548,2
549,3
550,2
551,5
552,3
553,6
554,4
555,1
556,6
557,4
558,7
559,1
560,6
561,0
562,0
563,2
564,3
565,0
566,2
567,3
568,3
569,4
570,0
571,2
572,6
573,9
574,0
575,5
576,6
577,6
578,3
579,2
580,3
581,6
582,3
583,3
584,4
585,6
586,5
587,1
588,2
589,6
590,0
591,2
592,0
593,9
594,7
595,2
596,3
597,7
598,6
599,0
600,1
601,4
602,5
603,8
604,3
605,8
606,6
607,2
608,9
609,7
610,0
611,0
612,9
613,9
614,8
615,6
616,6
617,9
618,5
619,7
620,5
621,9
622,3
623,3
624,5
625,3
626,8
627,7
628,6
629,9
630,8
631,2
632,0
633,3
634,7
635,6
636,0
637,0
638,9
639,8
640,8
641,2
642,1
643,7
644,2
645,4
646,2
647,0
648,9
649,1
650,6
651,4
652,4
653,2
654,2
655,7
656,6
657,6
658,4
659,1
660,0
661,4
662,6
663,7
664,5
665,6
666,8
667,7
668,7
669,4
670,3
671,2
672,5
673,3
674,6
675,8
676,3
677,4
678,5
679,7
680,3
681,6
682,9
683,2
684,7
685,1
686,3
687,4
688,0
689,2
690,8
691,5
692,7
693,6
694,6
695,8
696,6
697,5
698,7
699,0
700,4
701,8
702,3
703,9
704,1
705,0
706,1
707,3
708,8
709,1
710,8
711,6
712,0
713,3
714,0
715,8
716,5
717,8
718,7
719,1
720,5
721,2
722,2
723,7
724,1
725,5
726,7
727,9
728,6
729,2
730,2
731,5
732,7
733,3
734,1
735,0
736,9
737,6
738,2
739,3
740,8
741,4
742,3
743,8
744,2
745,2
746,7
747,1
748,0
749,6
750,9
751,7
752,4
753,1
754,4
755,1
756,5
757,6
758,7
759,3
760,5
761,8
762,4
763,3
764,1
765,3
766,5
767,7
768,5
769,1
770,6
771,1
772,5
773,8
774,4
775,9
776,4
777,5
778,9
779,5
780,7
781,5
782,2
783,1
784,2
785,0
786,0
787,1
788,7
789,5
790,2
791,2
792,3
793,8
794,6
795,6
796,0
797,0
798,5
799,3
800,8
801,2
802,2
803,5
804,1
805,3
806,6
807,3
808,4
809,3
810,3
811,7
812,3
813,0
814,3
815,3
816,3
817,4
818,2
819,2
820,5
821,2
822,4
823,1
824,6
825,9
826,3
827,6
828,5
829,3
830,1
831,9
832,2
833,1
834,4
835,4
836,7
837,5
838,8
839,4
840,5
841,6
842,3
843,0
844,4
845,1
846,8
847,0
848,4
849,5
850,2
851,5
852,0
853,0
854,2
855,5
856,1
857,0
858,9
859,1
860,9
861,5
862,5
863,3
864,2
865,6
866,0
867,1
868,4
869,9
870,9
871,8
872,3
873,5
874,1
875,3
876,8
877,7
878,6
879,9
880,3
881,6
882,5
883,0
884,4
885,9
886,2
887,6
888,5
889,9
890,5
891,2
892,0
893,2
894,0
895,5
896,8
897,8
898,6
899,0
900,7
901,6
902,5
903,7
904,9
905,7
906,7
907,9
908,5
909,5
910,5
911,9
912,6
913,7
914,2
915,2
916,3
917,2
918,5
919,1
920,4
921,0
922,4
923,4
924,8
925,5
926,8
927,3
928,2
929,3
930,7
931,8
932,6
933,7
934,7
935,5
936,1
937,5
938,3
939,3
940,6
941,9
942,5
943,3
944,9
945,3
946,6
947,5
948,8
949,5
950,9
951,6
952,6
953,1
954,1
955,1
956,9
957,9
958,2
959,9
960,8
961,2
962,3
963,0
964,8
965,1
966,7
967,6
968,4
969,6
970,5
971,0
972,5
973,4
974,7
975,4
976,3
977,3
978,9
979,0
980,2
981,4
982,5
983,5
984,3
985,5
986,2
987,0
988,6
989,9
990,2
991,2
992,5
993,2
994,2
995,7
996,1
997,6
998,6
999,4
1000,2
1001,7
1002,0
1003,8
1004,0
1005,7
1006,4
1007,2
1008,1
1009,8
1010,5
1011,3
1012,6
1013,1
1014,7
1015,9
1016,6
1017,1
1018,3
1019,2
1020,1
1021,6
1022,1
1023,1
1024,8
1025,4
1026,9
1027,8
1028,9
1029,8
1030,6
1031,4
1032,5
1033,2
1034,7
1035,6
1036,4
1037,5
1038,0
1039,8
1040,1
1041,7
1042,8
1043,8
1044,1
1045,6
1046,9
1047,7
1048,8
1049,4
1050,3
1051,8
1052,3
1053,4
1054,7
1055,1
1056,1
1057,2
1058,5
1059,7
1060,4
1061,3
1062,8
1063,3
1064,9
1065,1
1066,5
1067,0
1068,4
1069,1
1070,3
1071,6
1072,1
1073,4
1074,8
1075,4
1076,6
1077,8
1078,9
1079,2
1080,8
1081,4
1082,2
1083,5
1084,5
1085,9
1086,5
1087,6
1088,1
1089,7
1090,1
1091,2
1092,6
1093,1
1094,1
1095,1
1096,8
1097,0
1098,9
1099,9
1100,0
1101,5
1102,9
1103,9
1104,2
1105,0
1106,6
1107,4
1108,1
1109,2
1110,9
1111,7
1112,8
1113,1
1114,3
1115,9
1116,1
1117,8
1118,1
1119,1
1120,2
1121,6
1122,4
1123,2
1124,4
1125,6
1126,7
1127,2
1128,3
1129,0
1130,4
1131,3
1132,6
1133,4
1134,4
1135,0
1136,8
1137,1
1138,6
1139,2
1140,6
1141,7
1142,3
1143,0
1144,7
1145,0
1146,3
1147,0
1148,2
1149,2
1150,4
1151,1
1152,7
1153,7
1154,1
1155,3
1156,3
1157,9
1158,6
1159,8
1160,0
1161,8
1162,6
1163,6
1164,2
1165,5
1166,3
1167,8
1168,7
1169,8
1170,3
1171,8
1172,4
1173,7
1174,2
1175,2
1176,2
1177,0
1178,7
1179,2
1180,8
1181,3
1182,3
1183,5
1184,3
1185,0
1186,8
1187,7
1188,4
1189,5
1190,6
1191,2
1192,6
1193,8
1194,5
1195,5
1196,8
1197,1
1198,1
1199,5
1200,8
1201,7
1202,8
1203,5
1204,9
1205,3
1206,4
1207,0
1208,8
1209,9
1210,4
1211,0
1212,8
1213,4
1214,6
1215,5
1216,7
1217,0
1218,5
1219,8
1220,9
1221,6
1222,6
1223,9
1224,2
1225,0
1226,2
1227,4
1228,4
1229,9
1230,0
1231,5
1232,0
1233,8
1234,8
1235,8
1236,2
1237,3
1238,3
1239,3
1240,0
1241,3
1242,8
1243,3
1244,1
1245,4
1246,0
1247,8
1248,4
1249,9
1250,9
1251,2
1252,6
1253,2
1254,9
1255,8
1256,3
1257,9
1258,6
1259,6
1260,2
1261,1
1262,1
1263,8
1264,1
1265,1
1266,6
1267,7
1268,6
1269,1
1270,9
1271,6
1272,7
1273,5
1274,4
1275,7
1276,0
1277,4
1278,3
1279,8
1280,8
1281,4
1282,8
1283,4
1284,9
1285,1
1286,9
1287,3
1288,0
1289,9
1290,1
1291,6
1292,4
1293,1
1294,8
1295,5
1296,5
1297,6
1298,7
1299,2
1300,3
1301,4
1302,9
1303,3
1304,6
1305,0
1306,0
1307,9
1308,3
1309,4
1310,5
1311,0
1312,4
1313,1
1314,5
1315,7
1316,0
1317,5
1318,6
1319,1
1320,1
1321,1
1322,1
1323,9
1324,3
1325,2
1326,0
1327,2
1328,6
1329,0
1330,0
1331,7
1332,1
1333,7
1334,6
1335,8
1336,1
1337,5
1338,2
1339,5
1340,8
1341,7
1342,7
1343,2
1344,4
1345,5
1346,8
1347,3
1348,4
1349,6
1350,1
1351,1
1352,5
1353,6
1354,7
1355,4
1356,0
1357,5
1358,8
1359,0
1360,1
1361,8
1362,9
1363,3
1364,6
1365,1
1366,2
1367,8
1368,5
1369,9
1370,8
1371,1
1372,8
1373,8
1374,1
1375,3
1376,7
1377,2
1378,3
1379,2
1380,3
1381,9
1382,8
1383,6
1384,0
1385,9
1386,0
1387,7
1388,6
1389,3
1390,1
1391,9
1392,1
1393,0
1394,8
1395,8
1396,0
1397,8
1398,0
1399,4
1400,9
1401,5
1402,6
1403,9
1404,3
1405,4
1406,4
1407,1
1408,5
1409,9
1410,2
1411,2
1412,8
1413,8
1414,5
1415,3
1416,2
1417,4
1418,7
1419,2
1420,4
1421,7
1422,2
1423,7
1424,1
1425,6
1426,3
1427,9
1428,5
1429,5
1430,1
1431,0
1432,6
1433,4
1434,3
1435,0
1436,4
1437,1
1438,3
1439,8
1440,2
1441,3
1442,6
1443,1
1444,9
1445,2
1446,2
1447,7
1448,4
1449,8
1450,7
1451,4
1452,8
1453,8
1454,6
1455,2
1456,2
1457,6
1458,7
1459,1
1460,2
1461,5
1462,2
1463,7
1464,8
1465,9
1466,3
1467,1
1468,8
1469,9
1470,5
1471,9
1472,2
1473,3
1474,9
1475,9
1476,3
1477,9
1478,2
1479,1
1480,1
1481,0
1482,3
1483,5
1484,4
1485,2
1486,4
1487,6
1488,9
1489,4
1490,5
1491,6
1492,3
1493,0
1494,5
1495,9
1496,9
1497,6
1498,9
1499,5
1500,6
1501,5
1502,3
1503,6
1504,3
1505,9
1506,6
1507,2
1508,7
1509,2
1510,1
1511,2
1512,2
1513,5
1514,8
1515,1
1516,0
1517,8
1518,2
1519,7
1520,3
1521,2
1522,1
1523,1
1524,3
1525,3
1526,0
1527,6
1528,6
1529,4
1530,0
1531,4
1532,7
1533,2
1534,6
1535,2
1536,2
1537,1
1538,3
1539,3
1540,5
1541,4
1542,3
1543,8
1544,1
1545,7
1546,1
1547,7
1548,4
1549,1
1550,9
1551,0
1552,8
1553,0
1554,2
1555,4
1556,6
1557,5
1558,6
1559,0
1560,9
1561,8
1562,3
1563,5
1564,1
1565,7
1566,0
1567,1
1568,2
1569,5
1570,3
1571,0
1572,6
1573,3
1574,1
1575,1
1576,3
1577,7
1578,3
1579,5
1580,6
1581,7
1582,0
1583,7
1584,2
1585,1
1586,3
1587,4
1588,7
1589,0
1590,6
1591,0
1592,2
1593,9
1594,3
1595,3
1596,1
1597,6
1598,8
1599,5
1600,7
1601,6
1602,7
1603,7
1604,0
1605,4
1606,6
1607,5
1608,3
1609,7
1610,2
1611,2
1612,9
1613,2
1614,6
1615,8
1616,4
1617,0
1618,2
1619,4
1620,5
1621,0
1622,2
1623,0
1624,1
1625,3
1626,0
1627,7
1628,5
1629,9
1630,4
1631,3
1632,5
1633,2
1634,5
1635,6
1636,4
1637,5
1638,0
1639,4
1640,2
1641,2
1642,7
1643,0
1644,3
1645,8
1646,6
1647,0
1648,1
1649,7
1650,6
1651,9
1652,0
1653,0
1654,8
1655,7
1656,6
1657,4
1658,9
1659,1
1660,5
1661,3
1662,1
1663,2
1664,4
1665,2
1666,6
1667,1
1668,5
1669,5
1670,8
1671,3
1672,9
1673,4
1674,8
1675,8
1676,0
1677,2
1678,1
1679,9
1680,3
1681,5
1682,5
1683,2
1684,8
1685,3
1686,8
1687,2
1688,9
1689,2
1690,4
1691,5
1692,2
1693,8
1694,6
1695,4
1696,5
1697,9
1698,8
1699,3
1700,6
1701,9
1702,3
1703,8
1704,2
1705,6
1706,8
1707,7
1708,5
1709,6
1710,8
1711,9
1712,7
1713,6
1714,8
1715,7
1716,9
1717,9
1718,1
1719,0
1720,0
1721,1
1722,5
1723,4
1724,5
1725,5
1726,4
1727,9
1728,3
1729,4
1730,5
1731,7
1732,4
1733,9
1734,7
1735,7
1736,3
1737,8
1738,0
1739,7
1740,1
1741,3
1742,6
1743,8
1744,1
1745,3
1746,1
1747,8
1748,8
1749,0
1750,0
1751,8
1752,1
1753,9
1754,4
1755,4
1756,5
1757,5
1758,4
1759,3
1760,1
1761,3
1762,7
1763,9
1764,7
1765,6
1766,8
1767,4
1768,6
1769,5
1770,4
1771,4
1772,9
1773,1
1774,0
1775,1
1776,2
1777,4
1778,3
1779,3
1780,7
1781,1
1782,1
1783,1
1784,3
1785,6
1786,6
1787,4
1788,9
1789,5
1790,3
1791,7
1792,3
1793,4
1794,0
1795,9
1796,7
1797,3
1798,0
1799,5
1800,4
1801,1
1802,0
1803,1
1804,4
1805,9
1806,1
1807,9
1808,6
1809,9
1810,0
1811,4
1812,8
1813,6
1814,2
1815,5
1816,2
1817,0
1818,3
1819,2
1820,2
1821,3
1822,0
1823,3
1824,3
1825,2
1826,1
1827,6
1828,0
1829,4
1830,2
1831,1
1832,3
1833,4
1834,5
1835,1
1836,5
1837,9
1838,9
1839,0
1840,4
1841,3
1842,9
1843,0
1844,5
1845,0
1846,5
1847,5
1848,9
1849,1
1850,5
1851,5
1852,2
1853,7
1854,2
1855,3
1856,6
1857,4
1858,8
1859,2
1860,6
1861,2
1862,1
1863,9
1864,2
1865,9
1866,5
1867,1
1868,0
1869,7
1870,9
1871,7
1872,0
1873,4
1874,7
1875,4
1876,8
1877,6
1878,9
1879,3
1880,8
1881,1
1882,4
1883,5
1884,4
1885,2
1886,4
1887,8
1888,2
1889,3
1890,9
1891,9
1892,6
1893,2
1894,5
1895,8
1896,9
1897,4
1898,3
1899,9
1900,3
1901,6
1902,6
1903,4
1904,4
1905,7
1906,1
1907,0
1908,5
1909,1
1910,3
1911,6
1912,5
1913,3
1914,5
1915,7
1916,7
1917,2
1918,7
1919,3
1920,7
1921,9
1922,8
1923,7
1924,5
1925,3
1926,5
1927,1
1928,8
1929,5
1930,4
1931,7
1932,8
1933,0
1934,3
1935,3
1936,0
1937,9
1938,4
1939,9
1940,9
1941,2
1942,1
1943,3
1944,0
1945,0
1946,5
1947,2
1948,0
1949,5
1950,9
1951,9
1952,3
1953,6
1954,2
1955,5
1956,2
1957,2
1958,1
1959,6
1960,1
1961,9
1962,6
1963,6
1964,0
1965,7
1966,9
1967,2
1968,2
1969,2
1970,9
1971,9
1972,2
1973,5
1974,7
1975,2
1976,9
1977,7
1978,8
1979,8
1980,4
1981,4
1982,7
1983,4
1984,6
1985,9
1986,6
1987,0
1988,6
1989,7
1990,5
1991,4
1992,9
1993,2
1994,1
1995,5
1996,2
1997,9
1998,4
1999,0
2000,9
2001,0
2002,0
2003,5
2004,4
2005,7
2006,2
2007,6
2008,2
2009,0
2010,2
2011,0
2012,6
2013,2
2014,3
2015,6
2016,7
2017,6
2018,7
2019,9
2020,9
2021,2
2022,3
2023,9
2024,7
2025,8
2026,4
2027,3
2028,9
2029,5
2030,0
2031,1
2032,8
2033,1
2034,1
2035,9
2036,4
2037,3
2038,0
2039,4
2040,8
2041,1
2042,6
2043,5
2044,5
2045,7
2046,1
2047,9
2048,4
2049,1
2050,5
2051,6
2052,6
2053,4
2054,6
2055,3
2056,0
2057,3
2058,4
2059,1
2060,4
2061,4
2062,6
2063,7
2064,4
2065,9
2066,5
2067,8
2068,3
2069,4
2070,9
2071,7
2072,0
2073,2
2074,0
2075,4
2076,8
2077,1
2078,9
2079,8
2080,2
2081,3
2082,4
2083,0
2084,9
2085,8
2086,2
2087,5
2088,0
2089,3
2090,4
2091,4
2092,8
2093,7
2094,4
2095,8
2096,7
2097,8
2098,3
2099,5
2100,6
2101,9
2102,6
2103,1
2104,5
2105,3
2106,1
2107,3
2108,7
2109,3
2110,2
2111,3
2112,5
2113,9
2114,4
2115,9
2116,7
2117,5
2118,2
2119,5
2120,6
2121,7
2122,4
2123,6
2124,8
2125,1
2126,2
2127,7
2128,3
2129,0
2130,0
2131,3
2132,5
2133,8
2134,4
2135,8
2136,4
2137,4
2138,2
2139,2
2140,8
2141,1
2142,2
2143,5
2144,3
2145,2
2146,9
2147,0
2148,0
2149,1
2150,9
2151,7
2152,2
2153,1
2154,5
2155,2
2156,9
2157,1
2158,0
2159,6
2160,9
2161,7
2162,2
2163,6
2164,0
2165,2
2166,8
2167,8
2168,1
2169,1
2170,2
2171,6
2172,1
2173,0
2174,5
2175,3
2176,7
2177,3
2178,7
2179,4
2180,5
2181,7
2182,2
2183,2
2184,0
2185,1
2186,1
2187,1
2188,9
2189,5
2190,8
2191,5
2192,2
2193,0
2194,4
2195,2
2196,9
2197,6
2198,2
2199,3
2200,0
2201,9
2202,7
2203,3
2204,0
2205,4
2206,3
2207,1
2208,9
2209,7
2210,7
2211,7
2212,5
2213,9
2214,1
2215,4
2216,8
2217,6
2218,8
2219,8
2220,9
2221,0
2222,5
2223,6
2224,2
2225,3
2226,0
2227,9
2228,5
2229,0
2230,2
2231,8
2232,8
2233,4
2234,6
2235,0
2236,9
2237,2
2238,2
2239,5
2240,6
2241,4
2242,6
2243,0
2244,5
2245,1
2246,9
2247,6
2248,2
2249,2
2250,8
2251,0
2252,9
2253,7
2254,6
2255,3
2256,8
2257,8
2258,0
2259,5
2260,3
2261,0
2262,5
2263,5
2264,3
2265,3
2266,8
2267,4
2268,7
2269,3
2270,9
2271,2
2272,8
2273,8
2274,2
2275,9
2276,1
2277,4
2278,2
2279,4
2280,1
2281,8
2282,3
2283,1
2284,7
2285,6
2286,9
2287,7
2288,2
2289,8
2290,7
2291,5
2292,0
2293,2
2294,0
2295,9
2296,8
2297,3
2298,2
2299,7
2300,4
2301,9
2302,3
2303,0
2304,0
2305,7
2306,7
2307,6
2308,2
2309,5
2310,0
2311,2
2312,6
2313,8
2314,5
2315,1
2316,1
2317,1
2318,7
2319,6
2320,2
2321,9
2322,0
2323,0
2324,5
2325,7
2326,0
2327,0
2328,5
2329,0
2330,1
2331,0
2332,2
2333,6
2334,1
2335,6
2336,2
2337,4
2338,3
2339,4
2340,1
2341,9
2342,8
2343,7
2344,0
2345,3
2346,9
2347,9
2348,1
2349,8
2350,2
2351,9
2352,5
2353,0
2354,5
2355,3
2356,7
2357,6
2358,3
2359,0
2360,8
2361,8
2362,8
2363,5
2364,9
2365,5
2366,7
2367,2
2368,0
2369,6
2370,0
2371,2
2372,2
2373,8
2374,5
2375,7
2376,8
2377,3
2378,6
2379,5
2380,7
2381,9
2382,2
2383,1
2384,1
2385,7
2386,9
2387,5
2388,0
2389,2
2390,0
2391,7
2392,7
2393,8
2394,1
2395,3
2396,4
2397,5
2398,8
2399,4
2400,8
2401,6
2402,2
2403,3
2404,5
2405,2
2406,1
2407,5
2408,9
2409,3
2410,9
2411,7
2412,3
2413,1
2414,3
2415,8
2416,7
2417,1
2418,5
2419,0
2420,6
2421,4
2422,7
2423,5
2424,3
2425,9
2426,5
2427,9
2428,6
2429,5
2430,6
2431,6
2432,2
2433,4
2434,7
2435,2
2436,8
2437,5
2438,5
2439,3
2440,7
2441,9
2442,5
2443,4
2444,1
2445,0
2446,1
2447,4
2448,0
2449,3
2450,7
2451,7
2452,9
2453,5
2454,0
2455,7
2456,8
2457,7
2458,3
2459,3
2460,6
2461,6
2462,4
2463,3
2464,4
2465,9
2466,5
2467,7
2468,6
2469,2
2470,7
2471,9
2472,0
2473,0
2474,4
2475,0
2476,1
2477,6
2478,8
2479,9
2480,5
2481,7
2482,7
2483,4
2484,5
2485,7
2486,0
2487,5
2488,7
2489,2
2490,8
2491,0
2492,8
2493,9
2494,3
2495,8
2496,9
2497,3
2498,8
2499,8
2500,2
2501,5
2502,3
2503,2
2504,6
2505,6
2506,0
2507,5
2508,7
2509,6
2510,1
2511,6
2512,4
2513,1
2514,9
2515,1
2516,2
2517,5
2518,6
2519,3
2520,6
2521,1
2522,9
2523,9
2524,3
2525,5
2526,6
2527,9
2528,8
2529,0
2530,3
2531,5
2532,7
2533,2
2534,0
2535,5
2536,0
2537,8
2538,1
2539,9
2540,1
2541,0
2542,8
2543,6
2544,9
2545,1
2546,2
2547,6
2548,5
2549,7
2550,4
2551,3
2552,5
2553,5
2554,2
2555,4
2556,9
2557,3
2558,0
2559,3
2560,8
2561,1
2562,6
2563,0
2564,6
2565,6
2566,8
2567,1
2568,4
2569,4
2570,5
2571,1
2572,0
2573,6
2574,3
2575,4
2576,8
2577,0
2578,0
2579,1
2580,8
2581,4
2582,9
2583,6
2584,1
2585,2
2586,2
2587,4
2588,8
2589,7
2590,2
2591,6
2592,7
2593,2
2594,5
2595,3
2596,6
2597,6
2598,6
2599,0
2600,7
2601,4
2602,7
2603,2
2604,7
2605,1
2606,7
2607,5
2608,2
2609,9
2610,1
2611,8
2612,1
2613,4
2614,8
2615,7
2616,9
2617,5
2618,3
2619,5
2620,8
2621,8
2622,7
2623,7
2624,2
2625,9
2626,2
2627,6
2628,8
2629,8
2630,0
2631,0
2632,1
2633,5
2634,9
2635,6
2636,3
2637,4
2638,1
2639,8
2640,4
2641,1
2642,0
2643,8
2644,6
2645,3
2646,0
2647,9
2648,0
2649,1
2650,1
2651,5
2652,8
2653,9
2654,1
2655,9
2656,8
2657,7
2658,3
2659,0
2660,9
2661,2
2662,8
2663,6
2664,5
2665,7
2666,2
2667,2
2668,5
2669,6
2670,3
2671,7
2672,6
2673,6
2674,7
2675,4
2676,5
2677,7
2678,9
2679,5
2680,2
2681,7
2682,2
2683,2
2684,0
2685,0
2686,9
2687,0
2688,4
2689,4
2690,2
2691,8
2692,1
2693,3
2694,7
2695,7
2696,0
2697,9
2698,6
2699,9
2700,2
2701,4
2702,1
2703,4
2704,2
2705,1
2706,0
2707,8
2708,4
2709,8
2710,2
2711,9
2712,7
2713,2
2714,3
2715,2
2716,1
2717,2
2718,0
2719,6
2720,5
2721,7
2722,5
2723,8
2724,2
2725,6
2726,9
2727,0
2728,7
2729,5
2730,6
2731,0
2732,7
2733,7
2734,1
2735,3
2736,9
2737,9
2738,6
2739,1
2740,9
2741,1
2742,4
2743,4
2744,9
2745,2
2746,2
2747,2
2748,9
2749,5
2750,5
2751,5
2752,4
2753,3
2754,3
2755,6
2756,3
2757,8
2758,7
2759,5
2760,3
2761,7
2762,5
2763,3
2764,7
2765,3
2766,6
2767,4
2768,7
2769,4
2770,6
2771,2
2772,9
2773,2
2774,1
2775,3
2776,4
2777,1
2778,5
2779,2
2780,8
2781,3
2782,5
2783,2
2784,0
2785,7
2786,7
2787,5
2788,6
2789,8
2790,2
2791,7
2792,7
2793,3
2794,3
2795,1
2796,9
2797,3
2798,9
2799,7
2800,7
2801,5
2802,9
2803,4
2804,8
2805,4
2806,6
2807,2
2808,2
2809,8
2810,5
2811,8
2812,8
2813,5
2814,4
2815,5
2816,9
2817,9
2818,2
2819,0
2820,0
2821,3
2822,0
2823,6
2824,2
2825,8
2826,2
2827,9
2828,1
2829,3
2830,8
2831,6
2832,2
2833,3
2834,1
2835,7
2836,0
2837,8
2838,2
2839,1
2840,3
2841,2
2842,3
2843,8
2844,7
2845,9
2846,7
2847,8
2848,4
2849,6
2850,8
2851,2
2852,8
2853,1
2854,1
2855,1
2856,9
2857,5
2858,9
2859,8
2860,9
2861,3
2862,3
2863,9
2864,2
2865,1
2866,6
2867,7
2868,5
2869,2
2870,8
2871,3
2872,1
2873,3
2874,2
2875,8
2876,7
2877,7
2878,5
2879,5
2880,9
2881,2
2882,1
2883,6
2884,6
2885,6
2886,2
2887,9
2888,1
2889,3
2890,8
2891,4
2892,9
2893,4
2894,3
2895,4
2896,9
2897,2
2898,8
2899,0
2900,1
2901,6
2902,2
2903,6
2904,3
2905,9
2906,2
2907,8
2908,4
2909,9
2910,6
2911,4
2912,1
2913,6
2914,7
2915,2
2916,0
2917,0
2918,6
2919,8
2920,3
2921,5
2922,0
2923,3
2924,8
2925,6
2926,0
2927,7
2928,2
2929,1
2930,3
2931,4
2932,3
2933,0
2934,8
2935,1
2936,6
2937,7
2938,1
2939,1
2940,8
2941,9
2942,4
2943,1
2944,7
2945,7
2946,9
2947,6
2948,6
2949,4
2950,0
2951,5
2952,5
2953,4
2954,1
2955,2
2956,4
2957,9
2958,9
2959,3
2960,2
2961,6
2962,0
2963,0
2964,0
2965,3
2966,5
2967,8
2968,3
2969,5
2970,6
2971,8
2972,6
2973,1
2974,2
2975,2
2976,7
2977,5
2978,2
2979,7
2980,5
2981,0
2982,2
2983,7
2984,7
2985,0
2986,8
2987,3
2988,3
2989,3
2990,5
2991,2
2992,1
2993,3
2994,0
2995,0
